"";"Höhe";"Kurs";"Time";"Date";"Geschwindigkeit GPS";"Breitengrade";"Längengrad";"Satilite";"valid";"PWM1";"PWM2";"PWM3";"PWM4";"PWM5";"xDif";"yDif";"HDOP";"VOLT 1";"CAP 1";"RPM 1";"TEMP 1 ";"AMP 1";"VOLT 2";"AMP 2";"CAP 2";"RPM 2";"TEMP 2 ";"VOLT 3";"AMP 3";"CAP 3";"RPM 3";"TEMP 3";"VOLT 4";"AMP 4";"CAP 4";"RPM 4";"TEMP 4";"Trägheit";"Höhe";"rudder 1";"rudder 2";"rudder 3 ";"rudder 4";"AKKU V 1";"AKKU V 2";"AKKU V 3";"Akku V 4";""
"34500";"4m";"88";"22:11:34";"2:7:2017";"4.70";"N40º51'22''";"E9º40'4''";"10";"1";"0";"127";"183";"117";"127";"";"";"0.90";"11.20";"450";"5940";"38";"7.40";"11.30";"9.20";"550";"5470";"39";"11.90";"7.50";"640";"5130";"41";"12.30";"0.90";"640";"5570";"42";"";"";"";"";"";"";"22.10";"21.10";"21.00";"22.00";""
"35000";"4m";"88";"22:11:34";"2:7:2017";"4.70";"N40º51'22''";"E9º40'4''";"10";"1";"0";"127";"183";"117";"127";"";"";"0.90";"11.20";"450";"5940";"38";"7.40";"11.30";"9.20";"550";"5470";"39";"11.90";"7.50";"640";"5130";"41";"12.30";"0.90";"640";"5570";"42";"";"";"";"";"";"";"22.10";"21.10";"21.00";"22.00";""
"35500";"4m";"88";"22:11:34";"2:7:2017";"4.70";"N40º51'22''";"E9º40'4''";"10";"1";"0";"127";"183";"117";"127";"";"";"0.90";"11.20";"450";"5940";"38";"7.40";"11.30";"9.20";"550";"5470";"39";"11.90";"7.50";"640";"5130";"41";"12.30";"0.90";"640";"5570";"42";"";"";"";"";"";"";"22.10";"21.10";"21.00";"22.00";""
"36000";"4m";"88";"22:11:34";"2:7:2017";"4.70";"N40º51'22''";"E9º40'4''";"10";"1";"0";"127";"183";"117";"127";"";"";"0.90";"11.20";"450";"5940";"38";"7.40";"11.30";"9.20";"550";"5470";"39";"11.90";"7.50";"640";"5130";"41";"12.30";"0.90";"640";"5570";"42";"";"";"";"";"";"";"22.10";"21.10";"21.00";"22.00";""
"36500";"4m";"88";"22:11:34";"2:7:2017";"4.70";"N40º51'22''";"E9º40'4''";"10";"1";"0";"127";"183";"117";"127";"";"";"0.90";"11.20";"450";"5940";"38";"7.40";"11.30";"9.20";"550";"5470";"39";"11.90";"7.50";"640";"5130";"41";"12.30";"0.90";"640";"5570";"42";"";"";"";"";"";"";"22.10";"21.10";"21.00";"22.00";""
"37000";"4m";"88";"22:11:34";"2:7:2017";"4.70";"N40º51'22''";"E9º40'4''";"10";"1";"0";"127";"183";"117";"127";"";"";"0.90";"11.20";"450";"5940";"38";"7.40";"11.30";"9.20";"550";"5470";"39";"11.90";"7.50";"640";"5130";"41";"12.30";"0.90";"640";"5570";"42";"";"";"";"";"";"";"22.10";"21.10";"21.00";"22.00";""
"37500";"4m";"88";"22:11:34";"2:7:2017";"4.70";"N40º51'22''";"E9º40'4''";"10";"1";"0";"127";"183";"117";"127";"";"";"0.90";"11.20";"450";"5940";"38";"7.40";"11.30";"9.20";"550";"5470";"39";"11.90";"7.50";"640";"5130";"41";"12.30";"0.90";"640";"5570";"42";"";"";"";"";"";"";"22.10";"21.10";"21.00";"22.00";""
"38000";"4m";"88";"22:11:34";"2:7:2017";"4.70";"N40º51'22''";"E9º40'4''";"10";"1";"0";"127";"183";"117";"127";"";"";"0.90";"11.20";"450";"5940";"38";"7.40";"11.30";"9.20";"550";"5470";"39";"11.90";"7.50";"640";"5130";"41";"12.30";"0.90";"640";"5570";"42";"";"";"";"";"";"";"22.10";"21.10";"21.00";"22.00";""
"38500";"4m";"88";"22:11:34";"2:7:2017";"4.70";"N40º51'22''";"E9º40'4''";"10";"1";"0";"127";"183";"117";"127";"";"";"0.90";"11.20";"450";"5940";"38";"7.40";"11.30";"9.20";"550";"5470";"39";"11.90";"7.50";"640";"5130";"41";"12.30";"0.90";"640";"5570";"42";"";"";"";"";"";"";"22.10";"21.10";"21.00";"22.00";""
"39000";"4m";"88";"22:11:34";"2:7:2017";"4.70";"N40º51'22''";"E9º40'4''";"10";"1";"0";"127";"183";"117";"127";"";"";"0.90";"11.20";"450";"5940";"38";"7.40";"11.30";"9.20";"550";"5470";"39";"11.90";"7.50";"640";"5130";"41";"12.30";"0.90";"640";"5570";"42";"";"";"";"";"";"";"22.10";"21.10";"21.00";"22.00";""
"39500";"4m";"88";"22:11:34";"2:7:2017";"4.70";"N40º51'22''";"E9º40'4''";"10";"1";"0";"127";"183";"117";"127";"";"";"0.90";"11.20";"450";"5940";"38";"7.40";"11.30";"9.20";"550";"5470";"39";"11.90";"7.50";"640";"5130";"41";"12.30";"0.90";"640";"5570";"42";"";"";"";"";"";"";"22.10";"21.10";"21.00";"22.00";""
"40000";"4m";"88";"22:11:34";"2:7:2017";"4.70";"N40º51'22''";"E9º40'4''";"10";"1";"0";"127";"183";"117";"127";"";"";"0.90";"11.20";"450";"5940";"38";"7.40";"11.30";"9.20";"550";"5470";"39";"11.90";"7.50";"640";"5130";"41";"12.30";"0.90";"640";"5570";"42";"";"";"";"";"";"";"22.10";"21.10";"21.00";"22.00";""
"40500";"4m";"88";"22:11:34";"2:7:2017";"4.70";"N40º51'22''";"E9º40'4''";"10";"1";"0";"127";"183";"117";"127";"";"";"0.90";"11.20";"450";"5940";"38";"7.40";"11.30";"9.20";"550";"5470";"39";"11.90";"7.50";"640";"5130";"41";"12.30";"0.90";"640";"5570";"42";"";"";"";"";"";"";"22.10";"21.10";"21.00";"22.00";""
"41000";"4m";"88";"22:11:34";"2:7:2017";"4.70";"N40º51'22''";"E9º40'4''";"10";"1";"0";"127";"183";"117";"127";"";"";"0.90";"11.20";"450";"5940";"38";"7.40";"11.30";"9.20";"550";"5470";"39";"11.90";"7.50";"640";"5130";"41";"12.30";"0.90";"640";"5570";"42";"";"";"";"";"";"";"22.10";"21.10";"21.00";"22.00";""
"41500";"4m";"88";"22:11:34";"2:7:2017";"4.70";"N40º51'22''";"E9º40'4''";"10";"1";"0";"127";"183";"117";"127";"";"";"0.90";"11.20";"450";"5940";"38";"7.40";"11.30";"9.20";"550";"5470";"39";"11.90";"7.50";"640";"5130";"41";"12.30";"0.90";"640";"5570";"42";"";"";"";"";"";"";"22.10";"21.10";"21.00";"22.00";""
"42000";"4m";"88";"22:11:34";"2:7:2017";"4.70";"N40º51'22''";"E9º40'4''";"10";"1";"0";"127";"183";"117";"127";"";"";"0.90";"11.20";"450";"5940";"38";"7.40";"11.30";"9.20";"550";"5470";"39";"11.90";"7.50";"640";"5130";"41";"12.30";"0.90";"640";"5570";"42";"";"";"";"";"";"";"22.10";"21.10";"21.00";"22.00";""
"42500";"4m";"88";"22:11:34";"2:7:2017";"4.70";"N40º51'22''";"E9º40'4''";"10";"1";"0";"127";"183";"117";"127";"";"";"0.90";"11.20";"450";"5940";"38";"7.40";"11.30";"9.20";"550";"5470";"39";"11.90";"7.50";"640";"5130";"41";"12.30";"0.90";"640";"5570";"42";"";"";"";"";"";"";"22.10";"21.10";"21.00";"22.00";""
"43000";"4m";"88";"22:11:34";"2:7:2017";"4.70";"N40º51'22''";"E9º40'4''";"10";"1";"0";"127";"183";"117";"127";"";"";"0.90";"11.20";"450";"5940";"38";"7.40";"11.30";"9.20";"550";"5470";"39";"11.90";"7.50";"640";"5130";"41";"12.30";"0.90";"640";"5570";"42";"";"";"";"";"";"";"22.10";"21.10";"21.00";"22.00";""
"43500";"4m";"88";"22:11:34";"2:7:2017";"4.70";"N40º51'22''";"E9º40'4''";"10";"1";"0";"127";"183";"117";"127";"";"";"0.90";"11.20";"450";"5940";"38";"7.40";"11.30";"9.20";"550";"5470";"39";"11.90";"7.50";"640";"5130";"41";"12.30";"0.90";"640";"5570";"42";"";"";"";"";"";"";"22.10";"21.10";"21.00";"22.00";""
"44000";"4m";"88";"22:11:34";"2:7:2017";"4.70";"N40º51'22''";"E9º40'4''";"10";"1";"0";"127";"183";"117";"127";"";"";"0.90";"11.20";"450";"5940";"38";"7.40";"11.30";"9.20";"550";"5470";"39";"11.90";"7.50";"640";"5130";"41";"12.30";"0.90";"640";"5570";"42";"";"";"";"";"";"";"22.10";"21.10";"21.00";"22.00";""
"44500";"4m";"88";"22:11:34";"2:7:2017";"4.70";"N40º51'22''";"E9º40'4''";"10";"1";"0";"127";"183";"117";"127";"";"";"0.90";"11.20";"450";"5940";"38";"7.40";"11.30";"9.20";"550";"5470";"39";"11.90";"7.50";"640";"5130";"41";"12.30";"0.90";"640";"5570";"42";"";"";"";"";"";"";"22.10";"21.10";"21.00";"22.00";""
"45000";"4m";"88";"22:11:34";"2:7:2017";"4.70";"N40º51'22''";"E9º40'4''";"10";"1";"0";"127";"183";"117";"127";"";"";"0.90";"11.20";"450";"5940";"38";"7.40";"11.30";"9.20";"550";"5470";"39";"11.90";"7.50";"640";"5130";"41";"12.30";"0.90";"640";"5570";"42";"";"";"";"";"";"";"22.10";"21.10";"21.00";"22.00";""
"45500";"4m";"88";"22:11:34";"2:7:2017";"4.70";"N40º51'22''";"E9º40'4''";"10";"1";"0";"127";"183";"117";"127";"";"";"0.90";"11.20";"450";"5940";"38";"7.40";"11.30";"9.20";"550";"5470";"39";"11.90";"7.50";"640";"5130";"41";"12.30";"0.90";"640";"5570";"42";"";"";"";"";"";"";"22.10";"21.10";"21.00";"22.00";""
"46000";"4m";"88";"22:11:34";"2:7:2017";"4.70";"N40º51'22''";"E9º40'4''";"10";"1";"0";"127";"183";"117";"127";"";"";"0.90";"11.20";"450";"5940";"38";"7.40";"11.30";"9.20";"550";"5470";"39";"11.90";"7.50";"640";"5130";"41";"12.30";"0.90";"640";"5570";"42";"";"";"";"";"";"";"22.10";"21.10";"21.00";"22.00";""
"46500";"4m";"88";"22:11:34";"2:7:2017";"4.70";"N40º51'22''";"E9º40'4''";"10";"1";"0";"127";"183";"117";"127";"";"";"0.90";"11.20";"450";"5940";"38";"7.40";"11.30";"9.20";"550";"5470";"39";"11.90";"7.50";"640";"5130";"41";"12.30";"0.90";"640";"5570";"42";"";"";"";"";"";"";"22.10";"21.10";"21.00";"22.00";""
"47000";"4m";"88";"22:11:34";"2:7:2017";"4.70";"N40º51'22''";"E9º40'4''";"10";"1";"0";"127";"183";"117";"127";"";"";"0.90";"11.20";"450";"5940";"38";"7.40";"11.30";"9.20";"550";"5470";"39";"11.90";"7.50";"640";"5130";"41";"12.30";"0.90";"640";"5570";"42";"";"";"";"";"";"";"22.10";"21.10";"21.00";"22.00";""
"47500";"4m";"88";"22:11:34";"2:7:2017";"4.70";"N40º51'22''";"E9º40'4''";"10";"1";"0";"127";"183";"117";"127";"";"";"0.90";"11.20";"450";"5940";"38";"7.40";"11.30";"9.20";"550";"5470";"39";"11.90";"7.50";"640";"5130";"41";"12.30";"0.90";"640";"5570";"42";"";"";"";"";"";"";"22.10";"21.10";"21.00";"22.00";""
"48000";"4m";"88";"22:11:34";"2:7:2017";"4.70";"N40º51'22''";"E9º40'4''";"10";"1";"0";"127";"183";"117";"127";"";"";"0.90";"11.20";"450";"5940";"38";"7.40";"11.30";"9.20";"550";"5470";"39";"11.90";"7.50";"640";"5130";"41";"12.30";"0.90";"640";"5570";"42";"";"";"";"";"";"";"22.10";"21.10";"21.00";"22.00";""
"48500";"4m";"88";"22:11:34";"2:7:2017";"4.70";"N40º51'22''";"E9º40'4''";"10";"1";"0";"127";"183";"117";"127";"";"";"0.90";"11.20";"450";"5940";"38";"7.40";"11.30";"9.20";"550";"5470";"39";"11.90";"7.50";"640";"5130";"41";"12.30";"0.90";"640";"5570";"42";"";"";"";"";"";"";"22.10";"21.10";"21.00";"22.00";""
"49000";"4m";"88";"22:11:34";"2:7:2017";"4.70";"N40º51'22''";"E9º40'4''";"10";"1";"0";"127";"183";"117";"127";"";"";"0.90";"11.20";"450";"5940";"38";"7.40";"11.30";"9.20";"550";"5470";"39";"11.90";"7.50";"640";"5130";"41";"12.30";"0.90";"640";"5570";"42";"";"";"";"";"";"";"22.10";"21.10";"21.00";"22.00";""
"49500";"4m";"88";"22:11:34";"2:7:2017";"4.70";"N40º51'22''";"E9º40'4''";"10";"1";"0";"127";"183";"117";"127";"";"";"0.90";"11.20";"450";"5940";"38";"7.40";"11.30";"9.20";"550";"5470";"39";"11.90";"7.50";"640";"5130";"41";"12.30";"0.90";"640";"5570";"42";"";"";"";"";"";"";"22.10";"21.10";"21.00";"22.00";""
"50000";"4m";"88";"22:11:34";"2:7:2017";"4.70";"N40º51'22''";"E9º40'4''";"10";"1";"0";"127";"183";"117";"127";"";"";"0.90";"11.20";"450";"5940";"38";"7.40";"11.30";"9.20";"550";"5470";"39";"11.90";"7.50";"640";"5130";"41";"12.30";"0.90";"640";"5570";"42";"";"";"";"";"";"";"22.10";"21.10";"21.00";"22.00";""
"50500";"4m";"88";"22:11:34";"2:7:2017";"4.70";"N40º51'22''";"E9º40'4''";"10";"1";"0";"127";"183";"117";"127";"";"";"0.90";"11.20";"450";"5940";"38";"7.40";"11.30";"9.20";"550";"5470";"39";"11.90";"7.50";"640";"5130";"41";"12.30";"0.90";"640";"5570";"42";"";"";"";"";"";"";"22.10";"21.10";"21.00";"22.00";""
"51000";"4m";"88";"22:11:34";"2:7:2017";"4.70";"N40º51'22''";"E9º40'4''";"10";"1";"0";"127";"183";"117";"127";"";"";"0.90";"11.20";"450";"5940";"38";"7.40";"11.30";"9.20";"550";"5470";"39";"11.90";"7.50";"640";"5130";"41";"12.30";"0.90";"640";"5570";"42";"";"";"";"";"";"";"22.10";"21.10";"21.00";"22.00";""
"51500";"4m";"88";"22:11:34";"2:7:2017";"4.70";"N40º51'22''";"E9º40'4''";"10";"1";"0";"127";"183";"117";"127";"";"";"0.90";"11.20";"450";"5940";"38";"7.40";"11.30";"9.20";"550";"5470";"39";"11.90";"7.50";"640";"5130";"41";"12.30";"0.90";"640";"5570";"42";"";"";"";"";"";"";"22.10";"21.10";"21.00";"22.00";""
"52000";"4m";"88";"22:11:34";"2:7:2017";"4.70";"N40º51'22''";"E9º40'4''";"10";"1";"0";"127";"183";"117";"127";"";"";"0.90";"11.20";"450";"5940";"38";"7.40";"11.30";"9.20";"550";"5470";"39";"11.90";"7.50";"640";"5130";"41";"12.30";"0.90";"640";"5570";"42";"";"";"";"";"";"";"22.10";"21.10";"21.00";"22.00";""
"52500";"4m";"88";"22:11:34";"2:7:2017";"4.70";"N40º51'22''";"E9º40'4''";"10";"1";"0";"127";"183";"117";"127";"";"";"0.90";"11.20";"450";"5940";"38";"7.40";"11.30";"9.20";"550";"5470";"39";"11.90";"7.50";"640";"5130";"41";"12.30";"0.90";"640";"5570";"42";"";"";"";"";"";"";"22.10";"21.10";"21.00";"22.00";""
"53000";"4m";"88";"22:11:34";"2:7:2017";"4.70";"N40º51'22''";"E9º40'4''";"10";"1";"0";"127";"183";"117";"127";"";"";"0.90";"11.20";"450";"5940";"38";"7.40";"11.30";"9.20";"550";"5470";"39";"11.90";"7.50";"640";"5130";"41";"12.30";"0.90";"640";"5570";"42";"";"";"";"";"";"";"22.10";"21.10";"21.00";"22.00";""
"53500";"4m";"88";"22:11:34";"2:7:2017";"4.70";"N40º51'22''";"E9º40'4''";"10";"1";"0";"127";"183";"117";"127";"";"";"0.90";"11.20";"450";"5940";"38";"7.40";"11.30";"9.20";"550";"5470";"39";"11.90";"7.50";"640";"5130";"41";"12.30";"0.90";"640";"5570";"42";"";"";"";"";"";"";"22.10";"21.10";"21.00";"22.00";""
"54000";"4m";"88";"22:11:34";"2:7:2017";"4.70";"N40º51'22''";"E9º40'4''";"10";"1";"0";"127";"183";"117";"127";"";"";"0.90";"11.20";"450";"5940";"38";"7.40";"11.30";"9.20";"550";"5470";"39";"11.90";"7.50";"640";"5130";"41";"12.30";"0.90";"640";"5570";"42";"";"";"";"";"";"";"22.10";"21.10";"21.00";"22.00";""
"54500";"4m";"88";"22:11:34";"2:7:2017";"4.70";"N40º51'22''";"E9º40'4''";"10";"1";"0";"127";"183";"117";"127";"";"";"0.90";"11.20";"450";"5940";"38";"7.40";"11.30";"9.20";"550";"5470";"39";"11.90";"7.50";"640";"5130";"41";"12.30";"0.90";"640";"5570";"42";"";"";"";"";"";"";"22.10";"21.10";"21.00";"22.00";""
"55000";"4m";"88";"22:11:34";"2:7:2017";"4.70";"N40º51'22''";"E9º40'4''";"10";"1";"0";"127";"183";"117";"127";"";"";"0.90";"11.20";"450";"5940";"38";"7.40";"11.30";"9.20";"550";"5470";"39";"11.90";"7.50";"640";"5130";"41";"12.30";"0.90";"640";"5570";"42";"";"";"";"";"";"";"22.10";"21.10";"21.00";"22.00";""
"55500";"4m";"88";"22:11:34";"2:7:2017";"4.70";"N40º51'22''";"E9º40'4''";"10";"1";"0";"127";"183";"117";"127";"";"";"0.90";"11.20";"450";"5940";"38";"7.40";"11.30";"9.20";"550";"5470";"39";"11.90";"7.50";"640";"5130";"41";"12.30";"0.90";"640";"5570";"42";"";"";"";"";"";"";"22.10";"21.10";"21.00";"22.00";""
"56000";"4m";"88";"22:11:34";"2:7:2017";"4.70";"N40º51'22''";"E9º40'4''";"10";"1";"0";"127";"183";"117";"127";"";"";"0.90";"11.20";"450";"5940";"38";"7.40";"11.30";"9.20";"550";"5470";"39";"11.90";"7.50";"640";"5130";"41";"12.30";"0.90";"640";"5570";"42";"";"";"";"";"";"";"22.10";"21.10";"21.00";"22.00";""
"56500";"4m";"88";"22:11:34";"2:7:2017";"4.70";"N40º51'22''";"E9º40'4''";"10";"1";"0";"127";"183";"117";"127";"";"";"0.90";"11.20";"450";"5940";"38";"7.40";"11.30";"9.20";"550";"5470";"39";"11.90";"7.50";"640";"5130";"41";"12.30";"0.90";"640";"5570";"42";"";"";"";"";"";"";"22.10";"21.10";"21.00";"22.00";""
"57000";"4m";"88";"22:11:34";"2:7:2017";"4.70";"N40º51'22''";"E9º40'4''";"10";"1";"0";"127";"183";"117";"127";"";"";"0.90";"11.20";"450";"5940";"38";"7.40";"11.30";"9.20";"550";"5470";"39";"11.90";"7.50";"640";"5130";"41";"12.30";"0.90";"640";"5570";"42";"";"";"";"";"";"";"22.10";"21.10";"21.00";"22.00";""
"57500";"4m";"88";"22:11:34";"2:7:2017";"4.70";"N40º51'22''";"E9º40'4''";"10";"1";"0";"127";"183";"117";"127";"";"";"0.90";"11.20";"450";"5940";"38";"7.40";"11.30";"9.20";"550";"5470";"39";"11.90";"7.50";"640";"5130";"41";"12.30";"0.90";"640";"5570";"42";"";"";"";"";"";"";"22.10";"21.10";"21.00";"22.00";""
"58000";"4m";"88";"22:11:34";"2:7:2017";"4.70";"N40º51'22''";"E9º40'4''";"10";"1";"0";"127";"183";"117";"127";"";"";"0.90";"11.20";"450";"5940";"38";"7.40";"11.30";"9.20";"550";"5470";"39";"11.90";"7.50";"640";"5130";"41";"12.30";"0.90";"640";"5570";"42";"";"";"";"";"";"";"22.10";"21.10";"21.00";"22.00";""
"58500";"4m";"88";"22:11:34";"2:7:2017";"4.70";"N40º51'22''";"E9º40'4''";"10";"1";"0";"127";"183";"117";"127";"";"";"0.90";"11.20";"450";"5940";"38";"7.40";"11.30";"9.20";"550";"5470";"39";"11.90";"7.50";"640";"5130";"41";"12.30";"0.90";"640";"5570";"42";"";"";"";"";"";"";"22.10";"21.10";"21.00";"22.00";""
"59000";"4m";"88";"22:11:34";"2:7:2017";"4.70";"N40º51'22''";"E9º40'4''";"10";"1";"0";"127";"183";"117";"127";"";"";"0.90";"11.20";"450";"5940";"38";"7.40";"11.30";"9.20";"550";"5470";"39";"11.90";"7.50";"640";"5130";"41";"12.30";"0.90";"640";"5570";"42";"";"";"";"";"";"";"22.10";"21.10";"21.00";"22.00";""
"59500";"4m";"88";"22:11:34";"2:7:2017";"4.70";"N40º51'22''";"E9º40'4''";"10";"1";"0";"127";"183";"117";"127";"";"";"0.90";"11.20";"450";"5940";"38";"7.40";"11.30";"9.20";"550";"5470";"39";"11.90";"7.50";"640";"5130";"41";"12.30";"0.90";"640";"5570";"42";"";"";"";"";"";"";"22.10";"21.10";"21.00";"22.00";""
"60000";"4m";"88";"22:11:34";"2:7:2017";"4.70";"N40º51'22''";"E9º40'4''";"10";"1";"0";"127";"183";"117";"127";"";"";"0.90";"11.20";"450";"5940";"38";"7.40";"11.30";"9.20";"550";"5470";"39";"11.90";"7.50";"640";"5130";"41";"12.30";"0.90";"640";"5570";"42";"";"";"";"";"";"";"22.10";"21.10";"21.00";"22.00";""
"60500";"4m";"88";"22:11:34";"2:7:2017";"4.70";"N40º51'22''";"E9º40'4''";"10";"1";"0";"127";"183";"117";"127";"";"";"0.90";"11.20";"450";"5940";"38";"7.40";"11.30";"9.20";"550";"5470";"39";"11.90";"7.50";"640";"5130";"41";"12.30";"0.90";"640";"5570";"42";"";"";"";"";"";"";"22.10";"21.10";"21.00";"22.00";""
"61000";"4m";"88";"22:11:34";"2:7:2017";"4.70";"N40º51'22''";"E9º40'4''";"10";"1";"0";"127";"183";"117";"127";"";"";"0.90";"11.20";"450";"5940";"38";"7.40";"11.30";"9.20";"550";"5470";"39";"11.90";"7.50";"640";"5130";"41";"12.30";"0.90";"640";"5570";"42";"";"";"";"";"";"";"22.10";"21.10";"21.00";"22.00";""
"61500";"4m";"88";"22:11:34";"2:7:2017";"4.70";"N40º51'22''";"E9º40'4''";"10";"1";"0";"127";"183";"117";"127";"";"";"0.90";"11.20";"450";"5940";"38";"7.40";"11.30";"9.20";"550";"5470";"39";"11.90";"7.50";"640";"5130";"41";"12.30";"0.90";"640";"5570";"42";"";"";"";"";"";"";"22.10";"21.10";"21.00";"22.00";""
"62000";"4m";"88";"22:11:34";"2:7:2017";"4.70";"N40º51'22''";"E9º40'4''";"10";"1";"0";"127";"183";"117";"127";"";"";"0.90";"11.20";"450";"5940";"38";"7.40";"11.30";"9.20";"550";"5470";"39";"11.90";"7.50";"640";"5130";"41";"12.30";"0.90";"640";"5570";"42";"";"";"";"";"";"";"22.10";"21.10";"21.00";"22.00";""
"62500";"4m";"88";"22:11:34";"2:7:2017";"4.70";"N40º51'22''";"E9º40'4''";"10";"1";"0";"127";"183";"117";"127";"";"";"0.90";"11.20";"450";"5940";"38";"7.40";"11.30";"9.20";"550";"5470";"39";"11.90";"7.50";"640";"5130";"41";"12.30";"0.90";"640";"5570";"42";"";"";"";"";"";"";"22.10";"21.10";"21.00";"22.00";""
"63000";"4m";"88";"22:11:34";"2:7:2017";"4.70";"N40º51'22''";"E9º40'4''";"10";"1";"0";"127";"183";"117";"127";"";"";"0.90";"11.20";"450";"5940";"38";"7.40";"11.30";"9.20";"550";"5470";"39";"11.90";"7.50";"640";"5130";"41";"12.30";"0.90";"640";"5570";"42";"";"";"";"";"";"";"22.10";"21.10";"21.00";"22.00";""
"63500";"4m";"88";"22:11:34";"2:7:2017";"4.70";"N40º51'22''";"E9º40'4''";"10";"1";"0";"127";"183";"117";"127";"";"";"0.90";"11.20";"450";"5940";"38";"7.40";"11.30";"9.20";"550";"5470";"39";"11.90";"7.50";"640";"5130";"41";"12.30";"0.90";"640";"5570";"42";"";"";"";"";"";"";"22.10";"21.10";"21.00";"22.00";""
"64000";"4m";"88";"22:11:34";"2:7:2017";"4.70";"N40º51'22''";"E9º40'4''";"10";"1";"0";"127";"183";"117";"127";"";"";"0.90";"11.20";"450";"5940";"38";"7.40";"11.30";"9.20";"550";"5470";"39";"11.90";"7.50";"640";"5130";"41";"12.30";"0.90";"640";"5570";"42";"";"";"";"";"";"";"22.10";"21.10";"21.00";"22.00";""
"64500";"4m";"88";"22:11:34";"2:7:2017";"4.70";"N40º51'22''";"E9º40'4''";"10";"1";"0";"127";"183";"117";"127";"";"";"0.90";"11.20";"450";"5940";"38";"7.40";"11.30";"9.20";"550";"5470";"39";"11.90";"7.50";"640";"5130";"41";"12.30";"0.90";"640";"5570";"42";"";"";"";"";"";"";"22.10";"21.10";"21.00";"22.00";""
"65000";"4m";"88";"22:11:34";"2:7:2017";"4.70";"N40º51'22''";"E9º40'4''";"10";"1";"0";"127";"183";"117";"127";"";"";"0.90";"11.20";"450";"5940";"38";"7.40";"11.30";"9.20";"550";"5470";"39";"11.90";"7.50";"640";"5130";"41";"12.30";"0.90";"640";"5570";"42";"";"";"";"";"";"";"22.10";"21.10";"21.00";"22.00";""
"65500";"4m";"88";"22:11:34";"2:7:2017";"4.70";"N40º51'22''";"E9º40'4''";"10";"1";"0";"127";"183";"117";"127";"";"";"0.90";"11.20";"450";"5940";"38";"7.40";"11.30";"9.20";"550";"5470";"39";"11.90";"7.50";"640";"5130";"41";"12.30";"0.90";"640";"5570";"42";"";"";"";"";"";"";"22.10";"21.10";"21.00";"22.00";""
"66000";"4m";"88";"22:11:34";"2:7:2017";"4.70";"N40º51'22''";"E9º40'4''";"10";"1";"0";"127";"183";"117";"127";"";"";"0.90";"11.20";"450";"5940";"38";"7.40";"11.30";"9.20";"550";"5470";"39";"11.90";"7.50";"640";"5130";"41";"12.30";"0.90";"640";"5570";"42";"";"";"";"";"";"";"22.10";"21.10";"21.00";"22.00";""
"66500";"4m";"88";"22:11:34";"2:7:2017";"4.70";"N40º51'22''";"E9º40'4''";"10";"1";"0";"127";"183";"117";"127";"";"";"0.90";"11.20";"450";"5940";"38";"7.40";"11.30";"9.20";"550";"5470";"39";"11.90";"7.50";"640";"5130";"41";"12.30";"0.90";"640";"5570";"42";"";"";"";"";"";"";"22.10";"21.10";"21.00";"22.00";""
"67000";"4m";"88";"22:11:34";"2:7:2017";"4.70";"N40º51'22''";"E9º40'4''";"10";"1";"0";"127";"183";"117";"127";"";"";"0.90";"11.20";"450";"5940";"38";"7.40";"11.30";"9.20";"550";"5470";"39";"11.90";"7.50";"640";"5130";"41";"12.30";"0.90";"640";"5570";"42";"";"";"";"";"";"";"22.10";"21.10";"21.00";"22.00";""
"67500";"4m";"88";"22:11:34";"2:7:2017";"4.70";"N40º51'22''";"E9º40'4''";"10";"1";"0";"127";"183";"117";"127";"";"";"0.90";"11.20";"450";"5940";"38";"7.40";"11.30";"9.20";"550";"5470";"39";"11.90";"7.50";"640";"5130";"41";"12.30";"0.90";"640";"5570";"42";"";"";"";"";"";"";"22.10";"21.10";"21.00";"22.00";""
"68000";"4m";"88";"22:11:34";"2:7:2017";"4.70";"N40º51'22''";"E9º40'4''";"10";"1";"0";"127";"183";"117";"127";"";"";"0.90";"11.20";"450";"5940";"38";"7.40";"11.30";"9.20";"550";"5470";"39";"11.90";"7.50";"640";"5130";"41";"12.30";"0.90";"640";"5570";"42";"";"";"";"";"";"";"22.10";"21.10";"21.00";"22.00";""
"68500";"4m";"88";"22:11:34";"2:7:2017";"4.70";"N40º51'22''";"E9º40'4''";"10";"1";"0";"127";"183";"117";"127";"";"";"0.90";"11.20";"450";"5940";"38";"7.40";"11.30";"9.20";"550";"5470";"39";"11.90";"7.50";"640";"5130";"41";"12.30";"0.90";"640";"5570";"42";"";"";"";"";"";"";"22.10";"21.10";"21.00";"22.00";""
"69000";"4m";"88";"22:11:34";"2:7:2017";"4.70";"N40º51'22''";"E9º40'4''";"10";"1";"0";"127";"183";"117";"127";"";"";"0.90";"11.20";"450";"5940";"38";"7.40";"11.30";"9.20";"550";"5470";"39";"11.90";"7.50";"640";"5130";"41";"12.30";"0.90";"640";"5570";"42";"";"";"";"";"";"";"22.10";"21.10";"21.00";"22.00";""
