"";"Höhe";"Kurs";"Time";"Date";"Geschwindigkeit GPS";"Breitengrade";"Längengrad";"Satilite";"valid";"PWM1";"PWM2";"PWM3";"PWM4";"PWM5";"xDif";"yDif";"HDOP";"VOLT 1";"CAP 1";"RPM 1";"TEMP 1 ";"AMP 1";"VOLT 2";"AMP 2";"CAP 2";"RPM 2";"TEMP 2 ";"VOLT 3";"AMP 3";"CAP 3";"RPM 3";"TEMP 3";"VOLT 4";"AMP 4";"CAP 4";"RPM 4";"TEMP 4";"Trägheit";"Höhe";"rudder 1";"rudder 2";"rudder 3 ";"rudder 4";"AKKU V 1";"AKKU V 2";"AKKU V 3";"Akku V 4";""
"7500";"4m";"88";"22:11:34";"2:7:2017";"4.70";"N40º51'22''";"E9º40'4''";"10";"1";"0";"127";"183";"117";"127";"";"";"0.90";"11.20";"450";"5940";"38";"7.40";"11.30";"9.20";"550";"5470";"39";"11.90";"7.50";"640";"5130";"41";"12.30";"0.90";"640";"5570";"42";"";"";"";"";"";"";"22.10";"21.10";"21.00";"22.00";""
"8000";"4m";"88";"22:11:34";"2:7:2017";"4.70";"N40º51'22''";"E9º40'4''";"10";"1";"0";"127";"183";"117";"127";"";"";"0.90";"11.20";"450";"5940";"38";"7.40";"11.30";"9.20";"550";"5470";"39";"11.90";"7.50";"640";"5130";"41";"12.30";"0.90";"640";"5570";"42";"";"";"";"";"";"";"22.10";"21.10";"21.00";"22.00";""
"8500";"4m";"88";"22:11:34";"2:7:2017";"4.70";"N40º51'22''";"E9º40'4''";"10";"1";"0";"127";"183";"117";"127";"";"";"0.90";"11.20";"450";"5940";"38";"7.40";"11.30";"9.20";"550";"5470";"39";"11.90";"7.50";"640";"5130";"41";"12.30";"0.90";"640";"5570";"42";"";"";"";"";"";"";"22.10";"21.10";"21.00";"22.00";""
"9000";"4m";"88";"22:11:34";"2:7:2017";"4.70";"N40º51'22''";"E9º40'4''";"10";"1";"0";"127";"183";"117";"127";"";"";"0.90";"11.20";"450";"5940";"38";"7.40";"11.30";"9.20";"550";"5470";"39";"11.90";"7.50";"640";"5130";"41";"12.30";"0.90";"640";"5570";"42";"";"";"";"";"";"";"22.10";"21.10";"21.00";"22.00";""
"9500";"4m";"88";"22:11:34";"2:7:2017";"4.70";"N40º51'22''";"E9º40'4''";"10";"1";"0";"127";"183";"117";"127";"";"";"0.90";"11.20";"450";"5940";"38";"7.40";"11.30";"9.20";"550";"5470";"39";"11.90";"7.50";"640";"5130";"41";"12.30";"0.90";"640";"5570";"42";"";"";"";"";"";"";"22.10";"21.10";"21.00";"22.00";""
"10000";"4m";"88";"22:11:34";"2:7:2017";"4.70";"N40º51'22''";"E9º40'4''";"10";"1";"0";"127";"183";"117";"127";"";"";"0.90";"11.20";"450";"5940";"38";"7.40";"11.30";"9.20";"550";"5470";"39";"11.90";"7.50";"640";"5130";"41";"12.30";"0.90";"640";"5570";"42";"";"";"";"";"";"";"22.10";"21.10";"21.00";"22.00";""
"10500";"4m";"88";"22:11:34";"2:7:2017";"4.70";"N40º51'22''";"E9º40'4''";"10";"1";"0";"127";"183";"117";"127";"";"";"0.90";"11.20";"450";"5940";"38";"7.40";"11.30";"9.20";"550";"5470";"39";"11.90";"7.50";"640";"5130";"41";"12.30";"0.90";"640";"5570";"42";"";"";"";"";"";"";"22.10";"21.10";"21.00";"22.00";""
"11000";"4m";"88";"22:11:34";"2:7:2017";"4.70";"N40º51'22''";"E9º40'4''";"10";"1";"0";"127";"183";"117";"127";"";"";"0.90";"11.20";"450";"5940";"38";"7.40";"11.30";"9.20";"550";"5470";"39";"11.90";"7.50";"640";"5130";"41";"12.30";"0.90";"640";"5570";"42";"";"";"";"";"";"";"22.10";"21.10";"21.00";"22.00";""
"11500";"4m";"88";"22:11:34";"2:7:2017";"4.70";"N40º51'22''";"E9º40'4''";"10";"1";"0";"127";"183";"117";"127";"";"";"0.90";"11.20";"450";"5940";"38";"7.40";"11.30";"9.20";"550";"5470";"39";"11.90";"7.50";"640";"5130";"41";"12.30";"0.90";"640";"5570";"42";"";"";"";"";"";"";"22.10";"21.10";"21.00";"22.00";""
"12000";"4m";"88";"22:11:34";"2:7:2017";"4.70";"N40º51'22''";"E9º40'4''";"10";"1";"0";"127";"183";"117";"127";"";"";"0.90";"11.20";"450";"5940";"38";"7.40";"11.30";"9.20";"550";"5470";"39";"11.90";"7.50";"640";"5130";"41";"12.30";"0.90";"640";"5570";"42";"";"";"";"";"";"";"22.10";"21.10";"21.00";"22.00";""
"12500";"4m";"88";"22:11:34";"2:7:2017";"4.70";"N40º51'22''";"E9º40'4''";"10";"1";"0";"127";"183";"117";"127";"";"";"0.90";"11.20";"450";"5940";"38";"7.40";"11.30";"9.20";"550";"5470";"39";"11.90";"7.50";"640";"5130";"41";"12.30";"0.90";"640";"5570";"42";"";"";"";"";"";"";"22.10";"21.10";"21.00";"22.00";""
"13000";"4m";"88";"22:11:34";"2:7:2017";"4.70";"N40º51'22''";"E9º40'4''";"10";"1";"0";"127";"183";"117";"127";"";"";"0.90";"11.20";"450";"5940";"38";"7.40";"11.30";"9.20";"550";"5470";"39";"11.90";"7.50";"640";"5130";"41";"12.30";"0.90";"640";"5570";"42";"";"";"";"";"";"";"22.10";"21.10";"21.00";"22.00";""
"13500";"4m";"88";"22:11:34";"2:7:2017";"4.70";"N40º51'22''";"E9º40'4''";"10";"1";"0";"127";"183";"117";"127";"";"";"0.90";"11.20";"450";"5940";"38";"7.40";"11.30";"9.20";"550";"5470";"39";"11.90";"7.50";"640";"5130";"41";"12.30";"0.90";"640";"5570";"42";"";"";"";"";"";"";"22.10";"21.10";"21.00";"22.00";""
"14000";"4m";"88";"22:11:34";"2:7:2017";"4.70";"N40º51'22''";"E9º40'4''";"10";"1";"0";"127";"183";"117";"127";"";"";"0.90";"11.20";"450";"5940";"38";"7.40";"11.30";"9.20";"550";"5470";"39";"11.90";"7.50";"640";"5130";"41";"12.30";"0.90";"640";"5570";"42";"";"";"";"";"";"";"22.10";"21.10";"21.00";"22.00";""
"14500";"4m";"88";"22:11:34";"2:7:2017";"4.70";"N40º51'22''";"E9º40'4''";"10";"1";"0";"127";"183";"117";"127";"";"";"0.90";"11.20";"450";"5940";"38";"7.40";"11.30";"9.20";"550";"5470";"39";"11.90";"7.50";"640";"5130";"41";"12.30";"0.90";"640";"5570";"42";"";"";"";"";"";"";"22.10";"21.10";"21.00";"22.00";""
"15000";"4m";"88";"22:11:34";"2:7:2017";"4.70";"N40º51'22''";"E9º40'4''";"10";"1";"0";"127";"183";"117";"127";"";"";"0.90";"11.20";"450";"5940";"38";"7.40";"11.30";"9.20";"550";"5470";"39";"11.90";"7.50";"640";"5130";"41";"12.30";"0.90";"640";"5570";"42";"";"";"";"";"";"";"22.10";"21.10";"21.00";"22.00";""
"15500";"4m";"88";"22:11:34";"2:7:2017";"4.70";"N40º51'22''";"E9º40'4''";"10";"1";"0";"127";"183";"117";"127";"";"";"0.90";"11.20";"450";"5940";"38";"7.40";"11.30";"9.20";"550";"5470";"39";"11.90";"7.50";"640";"5130";"41";"12.30";"0.90";"640";"5570";"42";"";"";"";"";"";"";"22.10";"21.10";"21.00";"22.00";""
"16000";"4m";"88";"22:11:34";"2:7:2017";"4.70";"N40º51'22''";"E9º40'4''";"10";"1";"0";"127";"183";"117";"127";"";"";"0.90";"11.20";"450";"5940";"38";"7.40";"11.30";"9.20";"550";"5470";"39";"11.90";"7.50";"640";"5130";"41";"12.30";"0.90";"640";"5570";"42";"";"";"";"";"";"";"22.10";"21.10";"21.00";"22.00";""
"16500";"4m";"88";"22:11:34";"2:7:2017";"4.70";"N40º51'22''";"E9º40'4''";"10";"1";"0";"127";"183";"117";"127";"";"";"0.90";"11.20";"450";"5940";"38";"7.40";"11.30";"9.20";"550";"5470";"39";"11.90";"7.50";"640";"5130";"41";"12.30";"0.90";"640";"5570";"42";"";"";"";"";"";"";"22.10";"21.10";"21.00";"22.00";""
"17000";"4m";"88";"22:11:34";"2:7:2017";"4.70";"N40º51'22''";"E9º40'4''";"10";"1";"0";"127";"183";"117";"127";"";"";"0.90";"11.20";"450";"5940";"38";"7.40";"11.30";"9.20";"550";"5470";"39";"11.90";"7.50";"640";"5130";"41";"12.30";"0.90";"640";"5570";"42";"";"";"";"";"";"";"22.10";"21.10";"21.00";"22.00";""
"17500";"4m";"88";"22:11:34";"2:7:2017";"4.70";"N40º51'22''";"E9º40'4''";"10";"1";"0";"127";"183";"117";"127";"";"";"0.90";"11.20";"450";"5940";"38";"7.40";"11.30";"9.20";"550";"5470";"39";"11.90";"7.50";"640";"5130";"41";"12.30";"0.90";"640";"5570";"42";"";"";"";"";"";"";"22.10";"21.10";"21.00";"22.00";""
"18000";"4m";"88";"22:11:34";"2:7:2017";"4.70";"N40º51'22''";"E9º40'4''";"10";"1";"0";"127";"183";"117";"127";"";"";"0.90";"11.20";"450";"5940";"38";"7.40";"11.30";"9.20";"550";"5470";"39";"11.90";"7.50";"640";"5130";"41";"12.30";"0.90";"640";"5570";"42";"";"";"";"";"";"";"22.10";"21.10";"21.00";"22.00";""
"18500";"4m";"88";"22:11:34";"2:7:2017";"4.70";"N40º51'22''";"E9º40'4''";"10";"1";"0";"127";"183";"117";"127";"";"";"0.90";"11.20";"450";"5940";"38";"7.40";"11.30";"9.20";"550";"5470";"39";"11.90";"7.50";"640";"5130";"41";"12.30";"0.90";"640";"5570";"42";"";"";"";"";"";"";"22.10";"21.10";"21.00";"22.00";""
"19000";"4m";"88";"22:11:34";"2:7:2017";"4.70";"N40º51'22''";"E9º40'4''";"10";"1";"0";"127";"183";"117";"127";"";"";"0.90";"11.20";"450";"5940";"38";"7.40";"11.30";"9.20";"550";"5470";"39";"11.90";"7.50";"640";"5130";"41";"12.30";"0.90";"640";"5570";"42";"";"";"";"";"";"";"22.10";"21.10";"21.00";"22.00";""
"19500";"4m";"88";"22:11:34";"2:7:2017";"4.70";"N40º51'22''";"E9º40'4''";"10";"1";"0";"127";"183";"117";"127";"";"";"0.90";"11.20";"450";"5940";"38";"7.40";"11.30";"9.20";"550";"5470";"39";"11.90";"7.50";"640";"5130";"41";"12.30";"0.90";"640";"5570";"42";"";"";"";"";"";"";"22.10";"21.10";"21.00";"22.00";""
"20000";"4m";"88";"22:11:34";"2:7:2017";"4.70";"N40º51'22''";"E9º40'4''";"10";"1";"0";"127";"183";"117";"127";"";"";"0.90";"11.20";"450";"5940";"38";"7.40";"11.30";"9.20";"550";"5470";"39";"11.90";"7.50";"640";"5130";"41";"12.30";"0.90";"640";"5570";"42";"";"";"";"";"";"";"22.10";"21.10";"21.00";"22.00";""
"20500";"4m";"88";"22:11:34";"2:7:2017";"4.70";"N40º51'22''";"E9º40'4''";"10";"1";"0";"127";"183";"117";"127";"";"";"0.90";"11.20";"450";"5940";"38";"7.40";"11.30";"9.20";"550";"5470";"39";"11.90";"7.50";"640";"5130";"41";"12.30";"0.90";"640";"5570";"42";"";"";"";"";"";"";"22.10";"21.10";"21.00";"22.00";""
"21000";"4m";"88";"22:11:34";"2:7:2017";"4.70";"N40º51'22''";"E9º40'4''";"10";"1";"0";"127";"183";"117";"127";"";"";"0.90";"11.20";"450";"5940";"38";"7.40";"11.30";"9.20";"550";"5470";"39";"11.90";"7.50";"640";"5130";"41";"12.30";"0.90";"640";"5570";"42";"";"";"";"";"";"";"22.10";"21.10";"21.00";"22.00";""
"21500";"4m";"88";"22:11:34";"2:7:2017";"4.70";"N40º51'22''";"E9º40'4''";"10";"1";"0";"127";"183";"117";"127";"";"";"0.90";"11.20";"450";"5940";"38";"7.40";"11.30";"9.20";"550";"5470";"39";"11.90";"7.50";"640";"5130";"41";"12.30";"0.90";"640";"5570";"42";"";"";"";"";"";"";"22.10";"21.10";"21.00";"22.00";""
"22000";"4m";"88";"22:11:34";"2:7:2017";"4.70";"N40º51'22''";"E9º40'4''";"10";"1";"0";"127";"183";"117";"127";"";"";"0.90";"11.20";"450";"5940";"38";"7.40";"11.30";"9.20";"550";"5470";"39";"11.90";"7.50";"640";"5130";"41";"12.30";"0.90";"640";"5570";"42";"";"";"";"";"";"";"22.10";"21.10";"21.00";"22.00";""
"22500";"4m";"88";"22:11:34";"2:7:2017";"4.70";"N40º51'22''";"E9º40'4''";"10";"1";"0";"127";"183";"117";"127";"";"";"0.90";"11.20";"450";"5940";"38";"7.40";"11.30";"9.20";"550";"5470";"39";"11.90";"7.50";"640";"5130";"41";"12.30";"0.90";"640";"5570";"42";"";"";"";"";"";"";"22.10";"21.10";"21.00";"22.00";""
"23000";"4m";"88";"22:11:34";"2:7:2017";"4.70";"N40º51'22''";"E9º40'4''";"10";"1";"0";"127";"183";"117";"127";"";"";"0.90";"11.20";"450";"5940";"38";"7.40";"11.30";"9.20";"550";"5470";"39";"11.90";"7.50";"640";"5130";"41";"12.30";"0.90";"640";"5570";"42";"";"";"";"";"";"";"22.10";"21.10";"21.00";"22.00";""
"23500";"4m";"88";"22:11:34";"2:7:2017";"4.70";"N40º51'22''";"E9º40'4''";"10";"1";"0";"127";"183";"117";"127";"";"";"0.90";"11.20";"450";"5940";"38";"7.40";"11.30";"9.20";"550";"5470";"39";"11.90";"7.50";"640";"5130";"41";"12.30";"0.90";"640";"5570";"42";"";"";"";"";"";"";"22.10";"21.10";"21.00";"22.00";""
"24000";"4m";"88";"22:11:34";"2:7:2017";"4.70";"N40º51'22''";"E9º40'4''";"10";"1";"0";"127";"183";"117";"127";"";"";"0.90";"11.20";"450";"5940";"38";"7.40";"11.30";"9.20";"550";"5470";"39";"11.90";"7.50";"640";"5130";"41";"12.30";"0.90";"640";"5570";"42";"";"";"";"";"";"";"22.10";"21.10";"21.00";"22.00";""
"24500";"4m";"88";"22:11:34";"2:7:2017";"4.70";"N40º51'22''";"E9º40'4''";"10";"1";"0";"127";"183";"117";"127";"";"";"0.90";"11.20";"450";"5940";"38";"7.40";"11.30";"9.20";"550";"5470";"39";"11.90";"7.50";"640";"5130";"41";"12.30";"0.90";"640";"5570";"42";"";"";"";"";"";"";"22.10";"21.10";"21.00";"22.00";""
"25000";"4m";"88";"22:11:34";"2:7:2017";"4.70";"N40º51'22''";"E9º40'4''";"10";"1";"0";"127";"183";"117";"127";"";"";"0.90";"11.20";"450";"5940";"38";"7.40";"11.30";"9.20";"550";"5470";"39";"11.90";"7.50";"640";"5130";"41";"12.30";"0.90";"640";"5570";"42";"";"";"";"";"";"";"22.10";"21.10";"21.00";"22.00";""
"25500";"4m";"88";"22:11:34";"2:7:2017";"4.70";"N40º51'22''";"E9º40'4''";"10";"1";"0";"127";"183";"117";"127";"";"";"0.90";"11.20";"450";"5940";"38";"7.40";"11.30";"9.20";"550";"5470";"39";"11.90";"7.50";"640";"5130";"41";"12.30";"0.90";"640";"5570";"42";"";"";"";"";"";"";"22.10";"21.10";"21.00";"22.00";""
"26000";"4m";"88";"22:11:34";"2:7:2017";"4.70";"N40º51'22''";"E9º40'4''";"10";"1";"0";"127";"183";"117";"127";"";"";"0.90";"11.20";"450";"5940";"38";"7.40";"11.30";"9.20";"550";"5470";"39";"11.90";"7.50";"640";"5130";"41";"12.30";"0.90";"640";"5570";"42";"";"";"";"";"";"";"22.10";"21.10";"21.00";"22.00";""
"26500";"4m";"88";"22:11:34";"2:7:2017";"4.70";"N40º51'22''";"E9º40'4''";"10";"1";"0";"127";"183";"117";"127";"";"";"0.90";"11.20";"450";"5940";"38";"7.40";"11.30";"9.20";"550";"5470";"39";"11.90";"7.50";"640";"5130";"41";"12.30";"0.90";"640";"5570";"42";"";"";"";"";"";"";"22.10";"21.10";"21.00";"22.00";""
"27000";"4m";"88";"22:11:34";"2:7:2017";"4.70";"N40º51'22''";"E9º40'4''";"10";"1";"0";"127";"183";"117";"127";"";"";"0.90";"11.20";"450";"5940";"38";"7.40";"11.30";"9.20";"550";"5470";"39";"11.90";"7.50";"640";"5130";"41";"12.30";"0.90";"640";"5570";"42";"";"";"";"";"";"";"22.10";"21.10";"21.00";"22.00";""
"27500";"4m";"88";"22:11:34";"2:7:2017";"4.70";"N40º51'22''";"E9º40'4''";"10";"1";"0";"127";"183";"117";"127";"";"";"0.90";"11.20";"450";"5940";"38";"7.40";"11.30";"9.20";"550";"5470";"39";"11.90";"7.50";"640";"5130";"41";"12.30";"0.90";"640";"5570";"42";"";"";"";"";"";"";"22.10";"21.10";"21.00";"22.00";""
"28000";"4m";"88";"22:11:34";"2:7:2017";"4.70";"N40º51'22''";"E9º40'4''";"10";"1";"0";"127";"183";"117";"127";"";"";"0.90";"11.20";"450";"5940";"38";"7.40";"11.30";"9.20";"550";"5470";"39";"11.90";"7.50";"640";"5130";"41";"12.30";"0.90";"640";"5570";"42";"";"";"";"";"";"";"22.10";"21.10";"21.00";"22.00";""
"28500";"4m";"88";"22:11:34";"2:7:2017";"4.70";"N40º51'22''";"E9º40'4''";"10";"1";"0";"127";"183";"117";"127";"";"";"0.90";"11.20";"450";"5940";"38";"7.40";"11.30";"9.20";"550";"5470";"39";"11.90";"7.50";"640";"5130";"41";"12.30";"0.90";"640";"5570";"42";"";"";"";"";"";"";"22.10";"21.10";"21.00";"22.00";""
"29000";"4m";"88";"22:11:34";"2:7:2017";"4.70";"N40º51'22''";"E9º40'4''";"10";"1";"0";"127";"183";"117";"127";"";"";"0.90";"11.20";"450";"5940";"38";"7.40";"11.30";"9.20";"550";"5470";"39";"11.90";"7.50";"640";"5130";"41";"12.30";"0.90";"640";"5570";"42";"";"";"";"";"";"";"22.10";"21.10";"21.00";"22.00";""
"29500";"4m";"88";"22:11:34";"2:7:2017";"4.70";"N40º51'22''";"E9º40'4''";"10";"1";"0";"127";"183";"117";"127";"";"";"0.90";"11.20";"450";"5940";"38";"7.40";"11.30";"9.20";"550";"5470";"39";"11.90";"7.50";"640";"5130";"41";"12.30";"0.90";"640";"5570";"42";"";"";"";"";"";"";"22.10";"21.10";"21.00";"22.00";""
"30000";"4m";"88";"22:11:34";"2:7:2017";"4.70";"N40º51'22''";"E9º40'4''";"10";"1";"0";"127";"183";"117";"127";"";"";"0.90";"11.20";"450";"5940";"38";"7.40";"11.30";"9.20";"550";"5470";"39";"11.90";"7.50";"640";"5130";"41";"12.30";"0.90";"640";"5570";"42";"";"";"";"";"";"";"22.10";"21.10";"21.00";"22.00";""
"30500";"4m";"88";"22:11:34";"2:7:2017";"4.70";"N40º51'22''";"E9º40'4''";"10";"1";"0";"127";"183";"117";"127";"";"";"0.90";"11.20";"450";"5940";"38";"7.40";"11.30";"9.20";"550";"5470";"39";"11.90";"7.50";"640";"5130";"41";"12.30";"0.90";"640";"5570";"42";"";"";"";"";"";"";"22.10";"21.10";"21.00";"22.00";""
"31000";"4m";"88";"22:11:34";"2:7:2017";"4.70";"N40º51'22''";"E9º40'4''";"10";"1";"0";"127";"183";"117";"127";"";"";"0.90";"11.20";"450";"5940";"38";"7.40";"11.30";"9.20";"550";"5470";"39";"11.90";"7.50";"640";"5130";"41";"12.30";"0.90";"640";"5570";"42";"";"";"";"";"";"";"22.10";"21.10";"21.00";"22.00";""
"31500";"4m";"88";"22:11:34";"2:7:2017";"4.70";"N40º51'22''";"E9º40'4''";"10";"1";"0";"127";"183";"117";"127";"";"";"0.90";"11.20";"450";"5940";"38";"7.40";"11.30";"9.20";"550";"5470";"39";"11.90";"7.50";"640";"5130";"41";"12.30";"0.90";"640";"5570";"42";"";"";"";"";"";"";"22.10";"21.10";"21.00";"22.00";""
"32000";"4m";"88";"22:11:34";"2:7:2017";"4.70";"N40º51'22''";"E9º40'4''";"10";"1";"0";"127";"183";"117";"127";"";"";"0.90";"11.20";"450";"5940";"38";"7.40";"11.30";"9.20";"550";"5470";"39";"11.90";"7.50";"640";"5130";"41";"12.30";"0.90";"640";"5570";"42";"";"";"";"";"";"";"22.10";"21.10";"21.00";"22.00";""
"32500";"4m";"88";"22:11:34";"2:7:2017";"4.70";"N40º51'22''";"E9º40'4''";"10";"1";"0";"127";"183";"117";"127";"";"";"0.90";"11.20";"450";"5940";"38";"7.40";"11.30";"9.20";"550";"5470";"39";"11.90";"7.50";"640";"5130";"41";"12.30";"0.90";"640";"5570";"42";"";"";"";"";"";"";"22.10";"21.10";"21.00";"22.00";""
"33000";"4m";"88";"22:11:34";"2:7:2017";"4.70";"N40º51'22''";"E9º40'4''";"10";"1";"0";"127";"183";"117";"127";"";"";"0.90";"11.20";"450";"5940";"38";"7.40";"11.30";"9.20";"550";"5470";"39";"11.90";"7.50";"640";"5130";"41";"12.30";"0.90";"640";"5570";"42";"";"";"";"";"";"";"22.10";"21.10";"21.00";"22.00";""
"33500";"4m";"88";"22:11:34";"2:7:2017";"4.70";"N40º51'22''";"E9º40'4''";"10";"1";"0";"127";"183";"117";"127";"";"";"0.90";"11.20";"450";"5940";"38";"7.40";"11.30";"9.20";"550";"5470";"39";"11.90";"7.50";"640";"5130";"41";"12.30";"0.90";"640";"5570";"42";"";"";"";"";"";"";"22.10";"21.10";"21.00";"22.00";""
"34000";"4m";"88";"22:11:34";"2:7:2017";"4.70";"N40º51'22''";"E9º40'4''";"10";"1";"0";"127";"183";"117";"127";"";"";"0.90";"11.20";"450";"5940";"38";"7.40";"11.30";"9.20";"550";"5470";"39";"11.90";"7.50";"640";"5130";"41";"12.30";"0.90";"640";"5570";"42";"";"";"";"";"";"";"22.10";"21.10";"21.00";"22.00";""
