"";"Höhe";"Kurs";"Time";"Date";"Geschwindigkeit GPS";"Breitengrade";"Längengrad";"Satilite";"valid";"PWM1";"PWM2";"PWM3";"PWM4";"PWM5";"xDif";"yDif";"HDOP";"VOLT 1";"CAP 1";"RPM 1";"TEMP 1 ";"AMP 1";"VOLT 2";"AMP 2";"CAP 2";"RPM 2";"TEMP 2 ";"VOLT 3";"AMP 3";"CAP 3";"RPM 3";"TEMP 3";"VOLT 4";"AMP 4";"CAP 4";"RPM 4";"TEMP 4";"Trägheit";"Höhe";"rudder 1";"rudder 2";"rudder 3 ";"rudder 4";"AKKU V 1";"AKKU V 2";"AKKU V 3";"Akku V 4";"Akku V 5";"Akku V 6";"x Winkel";"y Winkel";""
"260500";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"261000";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"261500";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"262000";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"262500";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"263000";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"263500";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"264000";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"264500";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"265000";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"265500";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"266000";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"266500";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"267000";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"267500";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"268000";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"268500";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"269000";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"269500";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"270000";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"270500";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"271000";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"271500";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"272000";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"272500";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"273000";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"273500";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"274000";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"274500";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"275000";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"275500";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"276000";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"276500";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"277000";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"277500";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"278000";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"278500";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"279000";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"279500";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"280000";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"280500";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"281000";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"281500";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"282000";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"282500";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"283000";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"283500";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"284000";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"284500";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"285000";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"285500";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"286000";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"286500";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"287000";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"287500";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"288000";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"288500";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"289000";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"289500";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"290000";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"290500";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"291000";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"291500";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
"292000";"4m";"3";"11:14:12";"3:7:2017";"0.00";"N40º51'21''";"E9º40'2''";"6";"1";"0";"0";"0";"0";"0";"";"";"1.30";"0.00";"0";"0";"0";"0.00";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"0.00";"0.00";"0";"0";"0";"";"";"";"";"";"";"0.00";"0.00";"0.00";"22.10";"20.10";"35.20";"-1.20";"-2.40";""
